tr_build_id,tr_job_id,tr_build_number,tr_original_commit,tr_log_lan,tr_log_status,tr_log_setup_time,tr_log_analyzer,tr_log_frameworks,tr_log_bool_tests_ran,tr_log_bool_tests_failed,tr_log_num_tests_ok,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_num_tests_skipped,tr_log_num_test_suites_run,tr_log_num_test_suites_ok,tr_log_num_test_suites_failed,tr_log_tests_failed,tr_log_testduration,tr_log_buildduration,loc
463647621,463647622,1112,825bfe3789b812d16485eca2bdc58d3c3227c183,node_js,ok,1,plain,,false,,,,,,,,,,,,59371
470355696,470355697,1174,7c3134f35b1d3996e171198a2f55656185980b5c,node_js,ok,1,plain,,false,,,,,,,,,,,,61584
